id,dataset,task,label,source,model,device,answer_length_tokens,mean_token_probability,min_token_probability,max_token_probability,mean_token_logprob,min_token_logprob,max_token_logprob,sum_token_logprob,negative_mean_logprob,low_confidence_token_ratio,mean_token_entropy,min_token_entropy,max_token_entropy,sum_token_entropy,high_entropy_token_ratio
halueval_qa_000000_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,3,0.8003514409065247,0.4166143536567688,0.9963645935058594,-0.2970775276577721,-0.8755943179130554,-0.003641998628154397,-0.8912325829733163,0.2970775276577721,0.0,0.6858811800678571,0.039780765771865845,1.923839807510376,2.0576435402035713,0.0
halueval_qa_000000_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,7,0.7482667097023555,0.26898643374443054,0.9982064962387085,-0.3752809851929279,-1.3130943775177002,-0.0017951101763173938,-2.6269668963504955,0.3752809851929279,0.0,0.8393271929983582,0.016304301097989082,1.923839807510376,5.875290350988507,0.0
halueval_qa_000001_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,2,0.4945001601736294,0.00013351431698538363,0.9888668060302734,-4.466248709708452,-8.92130184173584,-0.011195577681064606,-8.932497419416904,4.466248709708452,0.5,0.6609827615320683,0.09544546157121658,1.22652006149292,1.3219655230641365,0.0
halueval_qa_000001_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,12,0.5566864077312251,0.012876557186245918,0.9985471367835999,-1.198524215151944,-4.352346897125244,-0.001453891978599131,-14.382290581823327,1.198524215151944,0.25,1.176682858960703,0.012772983871400356,4.872312545776367,14.120194307528436,0.16666666666666666
halueval_qa_000002_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,3,0.2911564397533463,6.776495865778998e-05,0.8648755550384521,-4.836423362294833,-9.599465370178223,-0.14516963064670563,-14.509270086884499,4.836423362294833,0.6666666666666666,3.1936912139256797,1.063989520072937,4.310730934143066,9.581073641777039,0.6666666666666666
halueval_qa_000002_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,23,0.4785961877028255,0.0040654344484210014,0.9998255968093872,-1.7454185962604876,-5.505234718322754,-0.00017438798386137933,-40.14462771399121,1.7454185962604876,0.43478260869565216,1.7184863630125462,0.0017893292242661119,4.401556491851807,39.52518634928856,0.391304347826087
halueval_qa_000003_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,1,0.0012816159287467599,0.0012816159287467599,0.0012816159287467599,-6.659633636474609,-6.659633636474609,-6.659633636474609,-6.659633636474609,6.659633636474609,1.0,1.0335049629211426,1.0335049629211426,1.0335049629211426,1.0335049629211426,0.0
halueval_qa_000003_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,8,0.802125544170849,0.007676667533814907,0.9985339045524597,-0.6880375629261835,-4.869569778442383,-0.0014671048847958446,-5.504300503409468,0.6880375629261835,0.125,0.9960246307309717,0.016906866803765297,4.786152362823486,7.9681970458477736,0.125
halueval_qa_000004_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,2,0.018059145413644728,3.824333907687105e-05,0.036080047488212585,-6.746778249740601,-10.171541213989258,-3.3220152854919434,-13.493556499481201,6.746778249740601,1.0,2.0562055110931396,1.7623894214630127,2.3500216007232666,4.112411022186279,0.5
halueval_qa_000004_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,6,0.14139733181582415,2.197361027356237e-06,0.7430937886238098,-5.815355196595192,-13.028253555297852,-0.29693302512168884,-34.89213117957115,5.815355196595192,0.8333333333333334,4.068130056063334,1.8751888275146484,5.8047285079956055,24.408780336380005,0.8333333333333334
halueval_qa_000005_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,2,0.6642140746116638,0.3340035676956177,0.99442458152771,-0.5510973122436553,-1.0966036319732666,-0.005590992514044046,-1.1021946244873106,0.5510973122436553,0.0,0.8070486653596163,0.0618344284594059,1.5522629022598267,1.6140973307192326,0.0
halueval_qa_000005_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,10,0.8311053104698658,0.06325197964906693,0.9991134405136108,-0.3709610492631327,-2.7606289386749268,-0.0008868813165463507,-3.7096104926313274,0.3709610492631327,0.1,0.3727429362013936,0.008670183829963207,1.5513334274291992,3.727429362013936,0.0
halueval_qa_000006_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,5,0.4449252041988075,0.005878777708858252,0.9875504374504089,-2.1614197487011553,-5.136406421661377,-0.012527701444923878,-10.807098743505776,2.1614197487011553,0.4,2.541480953991413,0.11252657324075699,5.7003889083862305,12.707404769957066,0.6
halueval_qa_000006_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,16,0.39076295117906024,3.0241789517049256e-08,0.9980929493904114,-4.048852484760573,-17.314041137695312,-0.001908863428980112,-64.78163975616917,4.048852484760573,0.5,1.728864707867615,0.01460021547973156,6.909989833831787,27.66183532588184,0.3125
halueval_qa_000007_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,3,0.004041532230379137,2.1380143152782694e-05,0.011809540912508965,-7.77497673034668,-10.753047943115234,-4.438847541809082,-23.32493019104004,7.77497673034668,1.0,5.6545945803324384,5.315530300140381,6.223786354064941,16.963783740997314,1.0
halueval_qa_000007_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,10,0.20922198731150274,2.1394504074123688e-05,0.9987046718597412,-4.16819112241501,-10.752376556396484,-0.0012961566681042314,-41.6819112241501,4.16819112241501,0.6,3.626191425137222,0.015693424269557,6.225954532623291,36.26191425137222,0.7
halueval_qa_000008_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.4163525094045326,0.007401506882160902,0.984732449054718,-1.9280528149101883,-4.906071662902832,-0.01538527850061655,-7.712211259640753,1.9280528149101883,0.25,1.0766496025025845,0.1196427196264267,2.3056914806365967,4.306598410010338,0.25
halueval_qa_000008_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,19,0.6954093865517589,1.1149172252089556e-07,0.9998837113380432,-1.3564310150924077,-16.009315490722656,-0.00011634149996098131,-25.772189286755747,1.3564310150924077,0.15789473684210525,0.7002934204831132,0.0015242805238813162,2.3018834590911865,13.30557498917915,0.10526315789473684
halueval_qa_000009_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,7,0.08252684320489477,0.0002616495476104319,0.19334279000759125,-3.438188212258475,-8.248504638671875,-1.6432905197143555,-24.067317485809326,3.438188212258475,0.5714285714285714,2.4559111510004317,0.39941567182540894,3.40702486038208,17.19137805700302,0.8571428571428571
halueval_qa_000009_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,13,0.30418244770987274,1.8978136040459503e-07,0.9408189654350281,-3.3385730374317903,-15.47739315032959,-0.06100456416606903,-43.401449486613274,3.3385730374317903,0.5384615384615384,2.166264919134287,0.39941567182540894,6.223406791687012,28.161443948745728,0.46153846153846156
halueval_qa_000010_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.0787124982439309,2.3628113922313787e-05,0.30096617341041565,-6.060045123100281,-10.65307331085205,-1.2007575035095215,-24.240180492401123,6.060045123100281,0.75,4.944000840187073,3.8767828941345215,7.098234176635742,19.77600336074829,1.0
halueval_qa_000010_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,16,0.7627398552922386,0.0003331222978886217,0.9996364116668701,-0.7967056538436736,-8.007000923156738,-0.0003636414185166359,-12.747290461498778,0.7967056538436736,0.0625,1.1379965071682818,0.004378837533295155,6.101667404174805,18.20794411469251,0.1875
halueval_qa_000011_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,4,0.07273260713100171,3.714527338161133e-05,0.28626134991645813,-6.38202628493309,-10.200674057006836,-1.2508500814437866,-25.52810513973236,6.38202628493309,0.75,5.543150186538696,4.07888650894165,6.8078460693359375,22.172600746154785,1.0
halueval_qa_000011_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,22,0.3440740669485339,1.7925505744642578e-05,0.9989678263664246,-3.290434850348075,-10.929286003112793,-0.00103265349753201,-72.38956670765765,3.290434850348075,0.45454545454545453,3.329112452666529,0.009460153989493847,6.647324562072754,73.24047395866364,0.5454545454545454
halueval_qa_000012_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,2,0.10638443614612925,1.0030581734099542e-06,0.21276786923408508,-7.680005311965942,-13.812457084655762,-1.547553539276123,-15.360010623931885,7.680005311965942,0.5,1.3087276816368103,1.1452786922454834,1.4721766710281372,2.6174553632736206,0.0
halueval_qa_000012_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,21,0.8207309195339414,0.0003308780724182725,0.999487042427063,-0.5790318551672888,-8.013760566711426,-0.000513064325787127,-12.159668958513066,0.5790318551672888,0.047619047619047616,0.5833204596392101,0.0054177879355847836,4.227243900299072,12.249729652423412,0.09523809523809523
halueval_qa_000013_supported,halueval,qa,0,right_answer,models/qwen2.5-0.5b,mps,5,0.42965391680190806,0.00012563688505906612,0.8809942603111267,-2.369147026538849,-8.982114791870117,-0.1267041563987732,-11.845735132694244,2.369147026538849,0.2,1.94351726770401,0.8974254727363586,2.813049793243408,9.71758633852005,0.4
halueval_qa_000013_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-0.5b,mps,19,0.5588813126087189,0.0025136303156614304,0.9998888373374939,-1.241734159659245,-5.986027240753174,-0.00011121608258690685,-23.592949033525656,1.241734159659245,0.21052631578947367,1.1353062726067085,0.001282491721212864,3.120720148086548,21.57081917952746,0.2631578947368421
